日期,当天平均气温,当天雨量,当天相对湿度,当天降雨时数,当天日照时数,3天平均气温,3天累积雨量,3天平均相对湿度,3天累积降雨时数,3天累积日照时数,5天平均气温,5天累积雨量,5天平均相对湿度,5天累积降雨时数,5天累积日照时数,7天平均气温,7天累积雨量,7天平均相对湿度,7天累积降雨时数,7天累积日照时数,10天平均气温,10天累积雨量,10天平均相对湿度,10天累积降雨时数,10天累积日照时数
2019-03-03,19.4,11.5,82,6,3.4,20.366666666666667,14.9,81.33333333333333,10,3.4,19.840000000000003,14.9,83.4,10,3.4,18.0,15.4,83.28571428571429,15,3.4,16.53,47.0,82.3,39,8.5
2019-03-04,19.1,0.2,76,1,5.9,19.966666666666665,15.1,81.0,11,9.3,19.939999999999998,15.1,81.0,11,9.3,18.914285714285715,15.6,83.14285714285714,16,9.3,16.92,34.7,82.5,38,9.3
2019-03-05,20.6,17.7,92,12,0.0,19.7,29.4,83.33333333333333,19,9.3,20.160000000000004,32.8,82.4,23,9.3,19.842857142857145,32.8,83.57142857142857,23,9.3,17.779999999999998,38.7,83.3,37,9.3
2019-03-06,18.2,4.5,91,11,0.0,19.3,22.4,86.33333333333333,24,5.9,19.740000000000002,37.3,85.2,34,9.3,19.78571428571428,37.3,84.0,34,9.3,18.39,37.8,84.2,39,9.3
2019-03-07,14.4,7.3,87,9,0.0,17.73333333333333,29.5,90.0,32,0.0,18.34,41.199999999999996,85.6,39,9.3,19.057142857142857,44.599999999999994,84.28571428571429,43,9.3,18.56,45.099999999999994,85.2,48,9.3
2019-03-08,14.0,14.8,92,15,0.0,15.533333333333333,26.6,90.0,35,0.0,17.26,44.5,87.6,48,5.9,18.15714285714286,59.39999999999999,86.42857142857143,58,9.3,18.550000000000004,59.39999999999999,85.5,58,9.3
2019-03-09,14.3,51.4,96,20,0.0,14.233333333333334,73.5,91.66666666666667,44,0.0,16.299999999999997,95.69999999999999,91.6,67,0.0,17.142857142857142,107.4,88.0,74,9.3,18.12,110.80000000000001,86.3,78,9.3
2019-03-10,15.1,3.5,88,9,0.0,14.466666666666667,69.7,92.0,44,0.0,15.2,81.5,90.8,64,0.0,16.52857142857143,99.4,88.85714285714286,77,5.9,17.68,114.3,86.6,87,9.3
2019-03-11,17.0,2.0,75,4,9.3,15.466666666666667,56.9,86.33333333333333,33,9.3,14.960000000000003,79.0,87.6,57,9.3,16.228571428571424,101.19999999999999,88.71428571428571,80,9.3,17.35,116.3,86.4,91,18.6
2019-03-12,18.8,0.0,67,0,10.3,16.96666666666667,5.5,76.66666666666667,13,19.6,15.84,71.7,83.6,48,19.6,15.971428571428572,83.5,85.14285714285714,68,19.6,17.09,112.9,84.6,87,28.900000000000002
2019-03-13,20.6,0.0,65,0,5.0,18.8,2.0,69.0,4,24.6,17.160000000000004,56.9,78.2,33,24.6,16.314285714285717,79.0,81.42857142857143,57,24.6,17.21,101.4,82.9,81,30.5
2019-03-14,19.1,13.4,88,8,0.0,19.500000000000004,13.4,73.33333333333333,8,15.3,18.119999999999997,18.9,76.6,21,24.6,16.985714285714288,85.10000000000001,81.57142857142857,56,24.6,17.209999999999997,114.6,84.1,88,24.6
2019-03-15,17.3,2.4,76,6,0.0,19.0,15.8,76.33333333333333,14,5.0,18.56,17.8,74.2,18,24.6,17.45714285714286,72.7,79.28571428571429,47,24.6,16.880000000000003,99.30000000000001,82.5,82,24.6
2019-03-16,19.4,0.0,68,0,2.0,18.6,15.8,77.33333333333333,14,2.0,19.040000000000003,15.8,72.8,14,17.3,18.185714285714283,21.299999999999997,75.28571428571429,27,26.6,17.000000000000004,94.80000000000001,80.2,71,26.6
2019-03-17,21.2,0.0,58,0,0.5,19.3,2.4,67.33333333333333,6,2.5,19.520000000000003,15.8,71.0,14,7.5,19.057142857142853,17.8,71.0,18,27.1,17.68,87.5,77.3,62,27.1
2019-03-18,21.2,0.0,74,0,0.0,20.599999999999998,0.0,66.66666666666667,0,2.5,19.64,15.8,72.8,14,2.5,19.657142857142862,15.8,70.85714285714286,14,17.8,18.4,72.7,75.5,47,27.1
2019-03-19,22.2,0.0,75,0,3.3,21.53333333333333,0.0,69.0,0,3.8,20.26,2.4,70.2,6,5.8,20.142857142857142,15.8,72.0,14,10.8,19.189999999999998,21.3,73.4,27,30.400000000000002
2019-03-20,23.2,0.0,84,0,0.0,22.2,0.0,77.66666666666667,0,3.3,21.44,0.0,71.8,0,5.8,20.514285714285712,15.8,74.71428571428571,14,5.8,19.999999999999996,17.8,73.0,18,30.400000000000002
2019-03-21,24.6,0.0,82,0,2.7,23.333333333333332,0.0,80.33333333333333,0,6.0,22.48,0.0,74.6,0,6.5,21.300000000000004,2.4,73.85714285714286,6,8.5,20.759999999999998,15.8,73.7,14,23.8
2019-03-22,24.1,2.6,87,4,0.7,23.96666666666667,2.6,84.33333333333333,4,3.4000000000000004,23.059999999999995,2.6,80.4,4,6.7,22.271428571428572,2.6,75.42857142857143,4,9.2,21.29,18.400000000000002,75.7,18,14.2
2019-03-23,16.6,1.2,82,5,0.0,21.76666666666667,3.8,83.66666666666667,9,3.4000000000000004,22.139999999999997,3.8,82.0,9,6.7,21.87142857142857,3.8,77.42857142857143,9,7.2,20.889999999999997,19.6,77.4,23,9.2
2019-03-24,13.7,5.0,88,12,0.0,18.133333333333336,8.8,85.66666666666667,21,0.7,20.44,8.8,84.6,21,3.4000000000000004,20.799999999999994,8.8,81.71428571428571,21,6.7,20.349999999999998,11.2,77.4,27,9.2
2019-03-25,17.9,4.4,86,5,2.4,16.066666666666666,10.600000000000001,85.33333333333333,22,2.4,19.380000000000003,13.200000000000001,85.0,26,5.800000000000001,20.328571428571426,13.200000000000001,83.42857142857143,26,9.1,20.41,13.200000000000001,78.4,26,11.6
2019-03-26,21.3,0.0,83,0,0.0,17.633333333333333,9.4,85.66666666666667,17,2.4,18.720000000000002,13.200000000000001,85.2,26,3.0999999999999996,20.2,13.200000000000001,84.57142857142857,26,5.800000000000001,20.6,13.200000000000001,79.9,26,9.6
2019-03-27,22.5,0.0,78,0,2.6,20.566666666666666,4.4,82.33333333333333,5,5.0,18.4,10.600000000000001,83.4,22,5.0,20.099999999999998,13.200000000000001,83.71428571428571,26,8.4,20.73,13.2,81.9,26,11.7
2019-03-28,23.8,0.0,80,0,0.9,22.53333333333333,0.0,80.33333333333333,0,3.5,19.84,9.4,83.0,17,5.9,19.985714285714288,13.200000000000001,83.42857142857143,26,6.6,20.990000000000002,13.200000000000001,82.5,26,12.6
2019-03-29,23.3,11.3,89,3,0.0,23.2,11.3,82.33333333333333,3,3.5,21.759999999999998,15.700000000000001,83.2,8,5.9,19.87142857142857,21.900000000000002,83.71428571428571,25,5.9,21.1,24.5,83.9,29,9.3
2019-03-30,23.1,0.1,81,1,8.1,23.400000000000002,11.4,83.33333333333333,4,9.0,22.8,11.4,82.2,4,11.6,20.8,20.800000000000004,83.57142857142857,21,14.0,21.09,24.6,83.6,30,17.4
2019-03-31,23.3,0.0,76,0,0.0,23.233333333333334,11.4,82.0,4,8.1,23.199999999999996,11.4,80.8,4,11.6,22.171428571428574,15.8,81.85714285714286,9,14.0,20.96,24.6,83.0,30,14.7
2019-04-01,18.5,4.0,87,7,0.0,21.633333333333336,4.1,81.33333333333333,8,8.1,22.4,15.4,82.6,11,9.0,22.25714285714286,15.4,82.0,11,11.6,20.4,26.0,83.0,33,14.0
2019-04-02,20.5,0.1,80,1,1.9,20.766666666666666,4.1,81.0,8,1.9,21.740000000000002,15.5,82.6,12,10.0,22.142857142857142,15.5,81.57142857142857,12,13.5,20.79,24.900000000000002,82.8,29,15.9
2019-04-03,23.2,0.1,77,1,0.8,20.733333333333334,4.199999999999999,81.33333333333333,9,2.7,21.720000000000002,4.299999999999999,80.2,10,10.8,22.24285714285714,15.6,81.42857142857143,13,11.700000000000001,21.74,20.000000000000004,81.7,18,16.7
2019-04-04,21.1,2.5,90,6,0.0,21.600000000000005,2.7,82.33333333333333,8,2.7,21.32,6.699999999999999,82.0,15,2.7,21.857142857142858,18.1,82.85714285714286,19,10.8,22.06,18.1,82.1,19,14.3
2019-04-05,22.0,0.2,80,1,5.1,22.099999999999998,2.8000000000000003,82.33333333333333,8,5.8999999999999995,21.060000000000002,6.8999999999999995,82.8,16,7.8,21.671428571428574,6.999999999999999,81.57142857142857,17,15.9,22.13,18.3,81.8,20,19.4
2019-04-06,23.8,0.0,79,0,5.7,22.3,2.7,83.0,7,10.8,22.12,2.9000000000000004,81.2,9,13.5,21.771428571428572,6.8999999999999995,81.28571428571429,16,13.5,22.26,18.3,81.9,20,22.499999999999996
2019-04-07,25.6,0.0,79,0,1.3,23.8,0.2,79.33333333333333,1,12.100000000000001,23.139999999999997,2.8000000000000003,81.0,8,12.9,22.1,6.8999999999999995,81.71428571428571,16,14.8,22.44,18.3,81.8,20,22.9
2019-04-08,26.1,0.0,82,0,0.8,25.166666666666668,0.0,80.0,0,7.8,23.72,2.7,82.0,7,12.900000000000002,23.185714285714287,2.9000000000000004,81.0,9,15.600000000000001,22.72,7.0,81.1,17,23.700000000000003
2019-04-09,26.1,0.0,81,0,0.4,25.933333333333337,0.0,80.66666666666667,0,2.5,24.72,0.2,80.2,1,13.300000000000002,23.985714285714284,2.8000000000000003,81.14285714285714,8,14.100000000000001,23.02,6.9,81.1,16,16.0
2019-04-10,27.3,0.0,77,0,1.5,26.5,0.0,80.0,0,2.7,25.78,0.0,79.6,0,9.7,24.571428571428573,2.7,81.14285714285714,7,14.800000000000002,23.42,6.8999999999999995,81.2,16,17.5
2019-04-11,25.2,0.8,80,1,0.0,26.200000000000003,0.8,79.33333333333333,1,1.9,26.060000000000002,0.8,79.8,1,4.0,25.157142857142855,1.0,79.71428571428571,2,14.800000000000002,24.090000000000003,3.7,80.5,10,17.5
2019-04-12,18.5,48.8,90,10,0.0,23.666666666666668,49.599999999999994,82.33333333333333,11,1.5,24.64,49.599999999999994,82.0,11,2.7,24.657142857142855,49.599999999999994,81.14285714285714,11,9.7,23.889999999999997,52.4,81.5,19,15.600000000000001
2019-04-13,20.5,33.6,94,8,0.0,21.400000000000002,83.19999999999999,88.0,19,0.0,23.520000000000003,83.19999999999999,84.4,19,1.9,24.185714285714287,83.19999999999999,83.28571428571429,19,4.0,23.619999999999997,85.9,83.2,26,14.8
2019-04-14,22.7,8.4,90,5,0.0,20.566666666666666,90.80000000000001,91.33333333333333,23,0.0,22.84,91.6,86.2,24,1.5,23.77142857142857,91.6,84.85714285714286,24,2.7,23.78,91.80000000000001,83.2,25,14.8
2019-04-15,20.5,1.8,91,5,0.0,21.233333333333334,43.8,91.66666666666667,18,0.0,21.48,93.39999999999999,89.0,29,0.0,22.97142857142857,93.39999999999999,86.14285714285714,29,1.9,23.630000000000003,93.4,84.3,29,9.7
2019-04-16,20.9,37.2,90,12,2.8,21.366666666666664,47.400000000000006,90.33333333333333,22,2.8,20.619999999999997,129.8,91.0,40,2.8,22.228571428571428,130.6,87.42857142857143,41,4.3,23.34,130.6,85.4,41,6.8
2019-04-17,22.9,0.0,82,0,5.6,21.433333333333334,39.0,87.66666666666667,17,8.399999999999999,21.5,81.0,89.4,30,8.399999999999999,21.6,130.6,88.14285714285714,41,8.399999999999999,23.07,130.60000000000002,85.7,41,11.1
2019-04-18,23.7,0.0,85,0,0.0,22.5,37.2,85.66666666666667,12,8.399999999999999,22.14,47.400000000000006,87.6,22,8.399999999999999,21.385714285714283,129.8,88.85714285714286,40,8.399999999999999,22.83,130.6,86.0,41,10.299999999999999
2019-04-19,21.8,81.3,96,10,0.0,22.799999999999997,81.3,87.66666666666667,10,5.6,21.96,120.3,88.8,27,8.399999999999999,21.857142857142858,162.3,89.71428571428571,40,8.399999999999999,22.4,211.90000000000003,87.5,51,9.899999999999999
2019-04-20,22.0,46.5,95,9,0.0,22.5,127.8,92.0,19,0.0,22.259999999999998,165.0,89.6,31,8.399999999999999,22.071428571428573,175.2,89.85714285714286,41,8.399999999999999,21.87,258.4,89.3,60,8.399999999999999
2019-04-21,23.8,0.9,94,3,0.0,22.53333333333333,128.7,95.0,22,0.0,22.839999999999996,128.7,90.4,22,5.6,22.22857142857143,167.70000000000002,90.42857142857143,39,8.399999999999999,21.73,258.5,90.7,62,8.399999999999999
2019-04-22,25.8,0.7,90,2,0.0,23.866666666666664,48.1,93.0,14,0.0,23.419999999999998,129.39999999999998,92.0,24,0.0,22.985714285714288,166.6,90.28571428571429,36,8.399999999999999,22.46,210.4,90.7,54,8.399999999999999
2019-04-23,27.1,0.0,82,0,5.2,25.566666666666666,1.6,88.66666666666667,5,5.2,24.1,129.39999999999998,91.4,24,5.2,23.87142857142857,129.39999999999998,89.14285714285714,24,10.8,23.12,176.79999999999998,89.5,46,13.599999999999998
2019-04-24,27.8,0.0,79,0,1.9,26.900000000000002,0.7,83.66666666666667,2,7.1,25.299999999999997,48.1,88.0,14,7.1,24.571428571428573,129.39999999999998,88.71428571428571,24,7.1,23.630000000000003,168.4,88.4,41,15.499999999999998
